Company Name,Supplier Type,Brand Name,Product Categories,Key Strength Sub Categories,Secondary Products,Country,Province,City,Town,Address,Primary Contact Name,Calling Number,Email,Current Status,Supplier Grade,Potential,Visited Factory?,Visit Remarks
test752,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 7520 Industry Road,Mr. Manager 752,+86 13800000752,supplier752@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 752
test753,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 7530 Industry Road,Mr. Manager 753,+86 13800000753,supplier753@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 753
test754,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 7540 Industry Road,Mr. Manager 754,+86 13800000754,supplier754@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 754
test755,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 7550 Industry Road,Mr. Manager 755,+86 13800000755,supplier755@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 755
test756,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 7560 Industry Road,Mr. Manager 756,+86 13800000756,supplier756@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 756
test757,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 7570 Industry Road,Mr. Manager 757,+86 13800000757,supplier757@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 757
test758,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 7580 Industry Road,Mr. Manager 758,+86 13800000758,supplier758@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 758
test759,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 7590 Industry Road,Mr. Manager 759,+86 13800000759,supplier759@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 759
test760,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 7600 Industry Road,Mr. Manager 760,+86 13800000760,supplier760@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 760
test761,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 7610 Industry Road,Mr. Manager 761,+86 13800000761,supplier761@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 761
test762,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 7620 Industry Road,Mr. Manager 762,+86 13800000762,supplier762@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 762
test763,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 7630 Industry Road,Mr. Manager 763,+86 13800000763,supplier763@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 763
test764,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 7640 Industry Road,Mr. Manager 764,+86 13800000764,supplier764@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 764
test765,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 7650 Industry Road,Mr. Manager 765,+86 13800000765,supplier765@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 765
test766,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 7660 Industry Road,Mr. Manager 766,+86 13800000766,supplier766@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 766
test767,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 7670 Industry Road,Mr. Manager 767,+86 13800000767,supplier767@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 767
test768,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 7680 Industry Road,Mr. Manager 768,+86 13800000768,supplier768@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 768
test769,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 7690 Industry Road,Mr. Manager 769,+86 13800000769,supplier769@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 769
test770,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 7700 Industry Road,Mr. Manager 770,+86 13800000770,supplier770@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 770
test771,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 7710 Industry Road,Mr. Manager 771,+86 13800000771,supplier771@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 771
test772,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 7720 Industry Road,Mr. Manager 772,+86 13800000772,supplier772@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 772
test773,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 7730 Industry Road,Mr. Manager 773,+86 13800000773,supplier773@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 773
test774,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 7740 Industry Road,Mr. Manager 774,+86 13800000774,supplier774@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 774
test775,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 7750 Industry Road,Mr. Manager 775,+86 13800000775,supplier775@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 775
test776,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 7760 Industry Road,Mr. Manager 776,+86 13800000776,supplier776@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 776
test777,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 7770 Industry Road,Mr. Manager 777,+86 13800000777,supplier777@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 777
test778,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 7780 Industry Road,Mr. Manager 778,+86 13800000778,supplier778@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 778
test779,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 7790 Industry Road,Mr. Manager 779,+86 13800000779,supplier779@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 779
test780,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 7800 Industry Road,Mr. Manager 780,+86 13800000780,supplier780@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 780
test781,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 7810 Industry Road,Mr. Manager 781,+86 13800000781,supplier781@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 781
test782,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 7820 Industry Road,Mr. Manager 782,+86 13800000782,supplier782@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 782
test783,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 7830 Industry Road,Mr. Manager 783,+86 13800000783,supplier783@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 783
test784,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 7840 Industry Road,Mr. Manager 784,+86 13800000784,supplier784@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 784
test785,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 7850 Industry Road,Mr. Manager 785,+86 13800000785,supplier785@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 785
test786,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 7860 Industry Road,Mr. Manager 786,+86 13800000786,supplier786@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 786
test787,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 7870 Industry Road,Mr. Manager 787,+86 13800000787,supplier787@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 787
test788,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 7880 Industry Road,Mr. Manager 788,+86 13800000788,supplier788@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 788
test789,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 7890 Industry Road,Mr. Manager 789,+86 13800000789,supplier789@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 789
test790,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 7900 Industry Road,Mr. Manager 790,+86 13800000790,supplier790@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 790
test791,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 7910 Industry Road,Mr. Manager 791,+86 13800000791,supplier791@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 791
test792,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 7920 Industry Road,Mr. Manager 792,+86 13800000792,supplier792@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 792
test793,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 7930 Industry Road,Mr. Manager 793,+86 13800000793,supplier793@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 793
test794,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 7940 Industry Road,Mr. Manager 794,+86 13800000794,supplier794@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 794
test795,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 7950 Industry Road,Mr. Manager 795,+86 13800000795,supplier795@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 795
test796,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 7960 Industry Road,Mr. Manager 796,+86 13800000796,supplier796@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 796
test797,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 7970 Industry Road,Mr. Manager 797,+86 13800000797,supplier797@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 797
test798,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 7980 Industry Road,Mr. Manager 798,+86 13800000798,supplier798@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 798
test799,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 7990 Industry Road,Mr. Manager 799,+86 13800000799,supplier799@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 799
test800,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 8000 Industry Road,Mr. Manager 800,+86 13800000800,supplier800@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 800
test801,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 8010 Industry Road,Mr. Manager 801,+86 13800000801,supplier801@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 801
test802,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 8020 Industry Road,Mr. Manager 802,+86 13800000802,supplier802@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 802
test803,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 8030 Industry Road,Mr. Manager 803,+86 13800000803,supplier803@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 803
test804,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 8040 Industry Road,Mr. Manager 804,+86 13800000804,supplier804@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 804
test805,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 8050 Industry Road,Mr. Manager 805,+86 13800000805,supplier805@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 805
test806,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 8060 Industry Road,Mr. Manager 806,+86 13800000806,supplier806@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 806
test807,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 8070 Industry Road,Mr. Manager 807,+86 13800000807,supplier807@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 807
test808,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 8080 Industry Road,Mr. Manager 808,+86 13800000808,supplier808@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 808
test809,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 8090 Industry Road,Mr. Manager 809,+86 13800000809,supplier809@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 809
test810,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 8100 Industry Road,Mr. Manager 810,+86 13800000810,supplier810@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 810
test811,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 8110 Industry Road,Mr. Manager 811,+86 13800000811,supplier811@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 811
test812,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 8120 Industry Road,Mr. Manager 812,+86 13800000812,supplier812@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 812
test813,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 8130 Industry Road,Mr. Manager 813,+86 13800000813,supplier813@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 813
test814,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 8140 Industry Road,Mr. Manager 814,+86 13800000814,supplier814@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 814
test815,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 8150 Industry Road,Mr. Manager 815,+86 13800000815,supplier815@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 815
test816,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 8160 Industry Road,Mr. Manager 816,+86 13800000816,supplier816@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 816
test817,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 8170 Industry Road,Mr. Manager 817,+86 13800000817,supplier817@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 817
test818,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 8180 Industry Road,Mr. Manager 818,+86 13800000818,supplier818@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 818
test819,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 8190 Industry Road,Mr. Manager 819,+86 13800000819,supplier819@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 819
test820,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 8200 Industry Road,Mr. Manager 820,+86 13800000820,supplier820@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 820
test821,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 8210 Industry Road,Mr. Manager 821,+86 13800000821,supplier821@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 821
test822,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 8220 Industry Road,Mr. Manager 822,+86 13800000822,supplier822@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 822
test823,Trader,Yinglima Supplier 4,Food Ingredients,Citric Acid,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 8230 Industry Road,Mr. Manager 823,+86 13800000823,supplier823@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 823
test824,Manufacturer,Yinglima Supplier 5,Chemicals,Caustic Soda,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 8240 Industry Road,Mr. Manager 824,+86 13800000824,supplier824@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 824
test825,Trader,Yinglima Supplier 6,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 8250 Industry Road,Mr. Manager 825,+86 13800000825,supplier825@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 825
test826,Manufacturer,Yinglima Supplier 7,Filteration,Vacuum Packers,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 8260 Industry Road,Mr. Manager 826,+86 13800000826,supplier826@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 826
test827,Trader,Yinglima Supplier 8,Pumps,Solvents,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 8270 Industry Road,Mr. Manager 827,+86 13800000827,supplier827@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 827
test828,Manufacturer,Yinglima Supplier 9,Machines,Band Sealer,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 8280 Industry Road,Mr. Manager 828,+86 13800000828,supplier828@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 828
test829,Trader,Yinglima Supplier 10,Food Ingredients,Citric Acid,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 8290 Industry Road,Mr. Manager 829,+86 13800000829,supplier829@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 829
test830,Manufacturer,Yinglima Supplier 1,Chemicals,Caustic Soda,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 8300 Industry Road,Mr. Manager 830,+86 13800000830,supplier830@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 830
test831,Trader,Yinglima Supplier 2,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 8310 Industry Road,Mr. Manager 831,+86 13800000831,supplier831@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 831
test832,Manufacturer,Yinglima Supplier 3,Filteration,Vacuum Packers,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 8320 Industry Road,Mr. Manager 832,+86 13800000832,supplier832@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 832
test833,Trader,Yinglima Supplier 4,Pumps,Solvents,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 14,No. 8330 Industry Road,Mr. Manager 833,+86 13800000833,supplier833@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 833
test834,Manufacturer,Yinglima Supplier 5,Machines,Band Sealer,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 15,No. 8340 Industry Road,Mr. Manager 834,+86 13800000834,supplier834@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 834
test835,Trader,Yinglima Supplier 6,Food Ingredients,Citric Acid,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 16,No. 8350 Industry Road,Mr. Manager 835,+86 13800000835,supplier835@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 835
test836,Manufacturer,Yinglima Supplier 7,Chemicals,Caustic Soda,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 17,No. 8360 Industry Road,Mr. Manager 836,+86 13800000836,supplier836@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 836
test837,Trader,Yinglima Supplier 8,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 18,No. 8370 Industry Road,Mr. Manager 837,+86 13800000837,supplier837@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 837
test838,Manufacturer,Yinglima Supplier 9,Filteration,Vacuum Packers,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 19,No. 8380 Industry Road,Mr. Manager 838,+86 13800000838,supplier838@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 838
test839,Trader,Yinglima Supplier 10,Pumps,Solvents,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 20,No. 8390 Industry Road,Mr. Manager 839,+86 13800000839,supplier839@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 839
test840,Manufacturer,Yinglima Supplier 1,Machines,Band Sealer,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 1,No. 8400 Industry Road,Mr. Manager 840,+86 13800000840,supplier840@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 840
test841,Trader,Yinglima Supplier 2,Food Ingredients,Citric Acid,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 2,No. 8410 Industry Road,Mr. Manager 841,+86 13800000841,supplier841@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 841
test842,Manufacturer,Yinglima Supplier 3,Chemicals,Caustic Soda,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 3,No. 8420 Industry Road,Mr. Manager 842,+86 13800000842,supplier842@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 842
test843,Trader,Yinglima Supplier 4,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 4,China,Zhejiang,Qingdao,Industrial Zone 4,No. 8430 Industry Road,Mr. Manager 843,+86 13800000843,supplier843@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 843
test844,Manufacturer,Yinglima Supplier 5,Filteration,Vacuum Packers,Spare Parts 5,China,Zhejiang,Weifang,Industrial Zone 5,No. 8440 Industry Road,Mr. Manager 844,+86 13800000844,supplier844@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 844
test845,Trader,Yinglima Supplier 6,Pumps,Solvents,Spare Parts 1,China,Zhejiang,Shanghai,Industrial Zone 6,No. 8450 Industry Road,Mr. Manager 845,+86 13800000845,supplier845@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 845
test846,Manufacturer,Yinglima Supplier 7,Machines,Band Sealer,Spare Parts 2,China,Zhejiang,Guangzhou,Industrial Zone 7,No. 8460 Industry Road,Mr. Manager 846,+86 13800000846,supplier846@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 846
test847,Trader,Yinglima Supplier 8,Food Ingredients,Citric Acid,Spare Parts 3,China,Zhejiang,Shenzhen,Industrial Zone 8,No. 8470 Industry Road,Mr. Manager 847,+86 13800000847,supplier847@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 847
test848,Manufacturer,Yinglima Supplier 9,Chemicals,Caustic Soda,Spare Parts 4,China,Zhejiang,Jinan,Industrial Zone 9,No. 8480 Industry Road,Mr. Manager 848,+86 13800000848,supplier848@yinglima.com,NEW,Grade B,NO,Yes,Verified supplier test record 848
test849,Trader,Yinglima Supplier 10,Tech/Feed Grade Ingredients,Spares for Band Sealer,Spare Parts 5,China,Zhejiang,Yiwu,Industrial Zone 10,No. 8490 Industry Road,Mr. Manager 849,+86 13800000849,supplier849@yinglima.com,NEW,Grade A,NO,No,Verified supplier test record 849
test850,Manufacturer,Yinglima Supplier 1,Filteration,Vacuum Packers,Spare Parts 1,China,Zhejiang,Wenzhou,Industrial Zone 11,No. 8500 Industry Road,Mr. Manager 850,+86 13800000850,supplier850@yinglima.com,NEW,Grade B,NO,No,Verified supplier test record 850
test851,Trader,Yinglima Supplier 2,Pumps,Solvents,Spare Parts 2,China,Zhejiang,Hangzhou,Industrial Zone 12,No. 8510 Industry Road,Mr. Manager 851,+86 13800000851,supplier851@yinglima.com,NEW,Grade C,NO,No,Verified supplier test record 851
test852,Manufacturer,Yinglima Supplier 3,Machines,Band Sealer,Spare Parts 3,China,Zhejiang,Ningbo,Industrial Zone 13,No. 8520 Industry Road,Mr. Manager 852,+86 13800000852,supplier852@yinglima.com,NEW,Grade A,NO,Yes,Verified supplier test record 852
